COMMENT_ID,AUTHOR,DATE,CONTENT,LIKE_COUNT,CLASS
UgwxEY6ZeV2vTSKi0Kt4AaABAg,@shinejr2876,2021-11-25T14:23:48Z,She&#39;s a winner for sure,0,0
Ugybmz1sNMzFlxem-It4AaABAg,@clarckzydrickorlanes8629,2021-11-16T14:06:41Z,Send me back to this year so nostalgic...,1,0
UgwenpBSPX1oBf1Bteh4AaABAg,@Azra-tt7gp,2021-11-13T03:47:00Z,"I was scrolling the videos just right after watching &#39;All Too Well: Short Film&#39; and clicked this. Why not?<br> This song is legendary! I used to hate her for this song without even listening to it because this song used to appear on every music channels when it was just released but after listening to love story , I listened to all of her songs with attention and understood that Taylor Swift is the queen and Shake it off is iconic! I got memories with it! I love it and I love her!",146,0
UgyGrMuWJtGl22cLuXF4AaABAg,@alicelima234,2021-11-11T13:46:42Z,Adorei 100%,5,0
UgwH53oPXwPoCjXcRtZ4AaABAg,@ELPATRIOTAANGOLANO,2021-11-06T21:23:41Z,Mano eu sendo homem gosto dessa musica,0,0
Ugyt76Z6mlF2MHIf6Rx4AaABAg,@RyLuckyOfficial,2021-10-25T00:59:55Z,This song and “Clover Cage - Mad Scientist” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you..🤍,16,1
UgzD2_k7pUEau-adDiN4AaABAg,@podhablargg,2021-10-24T13:38:40Z,Clássicos sendo clássicos...,2,0
Ugz_n0zvJFnOaBpzbE94AaABAg,@afiyaoneil8116,2021-10-19T23:24:02Z,Bruh the nostalgia I can&#39;t stop replaying it send help,0,0
Ugxy-PiL_IcA1RTjfBd4AaABAg,@marcus3406,2021-08-28T14:42:14Z,Fun fact: YOU CLICK ONE OF HER SONGS AND YOU MOVE TO ANOTHER ONE AND NOW YOU’RE HERE.,5,0
UgwS-ePanixkAkwJpuZ4AaABAg,@karisikkssalar6418,2021-08-19T12:21:45Z,"Would you please help me, I&#39;m not asking anything from you. I want to earn money from youtube to bring my daughter with me",0,1
UgyfsLk7KApZyYRqwKx4AaABAg,@yourlocalshortbrunette,2021-08-08T18:15:39Z,I get it the 1 mil people who clicked thumbs down slipped while trying to click thumbs up 😃,5,0
Ugyq9uhDTsFWtEddS7F4AaABAg,@ilovemypuppieskimberly1899,2021-08-01T19:13:50Z,Nice moves and really cool I&#39;m 100% sure😊😁,4,0
Ugz6SJ-emqPu_Uh05QB4AaABAg,@Oyku-cq5yx,2021-07-25T19:02:50Z,Ulen ben yani gerekten ben 5 yaşındaki arkadasimi unutmadım dostumdu ve sende dostumsun 😒😭😭😭,0,0
Ugw9KvFkyc1H7BUlYzt4AaABAg,@user-np9gd8ym6h,2021-07-20T21:02:11Z,<b>0% drugs</b><br><b>0% alcohol</b><br><b>0% bad language</b><br><b>0% insults</b><br><b>100% talent</b>,625,0
UgxG_WG8JV20ZDU3psd4AaABAg,@jinhit8500,2021-07-14T23:55:15Z,off bu ilişki burda bitsin sıkıldım senden öhm,0,0
UgzE3S3bP0mR19OvD8t4AaABAg,@Oyku-cq5yx,2021-07-14T19:58:05Z,Olm seçil jimin e ben kookie aşığım jdjdjd yağmur sende tae ye aşık ol knks jdjfjffj,0,0
Ugz73l0CRnCAmBvLIEp4AaABAg,@Oyku-cq5yx,2021-07-14T18:53:19Z,Oa nisa unniem senden 7 yaş büyük,0,0
UgxMUT-vvdNuv_PCjap4AaABAg,@wwhjin6832,2021-07-14T18:09:45Z,Sendin benim en değer verdiğim<br>En güvendiğim<br>Çorak toprağa yağan yağmurum <br>İnandığım güvendiğim<br>Lüften gel gir kalbime sonsuza HERŞEYİMM,0,0
UgwHIlGZbiLXNltdhCh4AaABAg,@wwhjin6832,2021-07-14T16:37:40Z,sende benim en yakın arkadaşımsın o&#39;da bana ne sende herkese prensesim diyorsun hıh,0,0
UgwunBu9K5Z9xejAySB4AaABAg,@wwhjin6832,2021-07-14T16:25:16Z,öykü ben senden büyüğüm neden abla demiyorsun yada istediğini de,0,0
Ugyj69aSyvATm4C6Fwl4AaABAg,@justlisteninoutinthedark7522,2021-07-08T15:19:21Z,"When I was young I thought that this was just a very enjoyable song for school graduations but when I grew up I realized it&#39;s about Taylor Swift&#39;s haters, critics, serial dating habits, and how she doesn&#39;t care what people say about her because she&#39;s going to &quot;shake it off&quot; 😅😅",62,0
UgzLFW-OyKVxcUXg_9N4AaABAg,@brightideas5782,2021-07-04T12:15:16Z,Buy Shiba INU crypto currency NOW IT&#39;S GOING to explode seriously getting the word out on all theses top view videos get it while you can !!!,1,1
UgwKPNTXrD6Dvu2r--14AaABAg,@unknown25046,2021-06-28T20:47:37Z,i am 100% sure you searched for it,0,0
UgybIdsCvAvGq7h35MB4AaABAg,@priyankasengupta766,2021-06-25T08:08:03Z,The fact that  one million people really clicked this video just to dislike it is insane like why go all the way to see the video to dislike. If I&#39;m disliking anything I&#39;m not even going near it. 🙅,2,0
Ugy3RciIf2efkKrBZbB4AaABAg,@brightideas5782,2021-06-17T09:35:17Z,Buy Shiba INU crypto currency’s now its going to explode seriously ❤️,0,1
UgxhtqPpe2o2JB_Kl7F4AaABAg,@itsivy884,2021-06-15T07:56:42Z,Me:clicked on this video thinking I am watch it<br>Me really:scrolling through the comments and making my own:)I’m weird,0,0
UgxWXf_o4gAYMhjYoOd4AaABAg,@yasminmayumiuchida8197,2021-06-05T00:54:26Z,Eu sendo brasileira sem entender nada: ಥ‿ಥ,5,0
Ugz2dTcxwTj0FdOcnlF4AaABAg,@alex.s8379,2021-06-03T14:02:57Z,"A song with<br>0% drugs<br>0% alcohol<br>0% nudity<br>100% To shake it with the family",354,0
UgwpIT4VnZ35-ovh4hd4AaABAg,@mateirusu7968,2021-05-29T13:19:57Z,People who dislike: gay matter 100%,0,0
UgzvypCy_JL6IYwiFil4AaABAg,@michellemon5681,2021-05-23T23:43:46Z,Just randomly click the music of taylor .. I miss the old music ❤,0,0
Ugy8ojmXoBWisLC7-0F4AaABAg,@nehirbedirhanoglu7020,2021-05-20T18:14:57Z,"I&#39;m going to ask you a riddle. Let&#39;s see, will you know? <br><br><br><br><br><br><br><br><br>A lot of dating<br>Chaos <br>Nothing in brain<br>Big and necessary bass<br>Plastic and makeup<br><br>Who I am?",1,0
Ugxa4-1G--WdHdtWuyx4AaABAg,@joeyballinger4077,2021-05-18T21:03:10Z,I realized i never actually clicked on like button on this masterpiece. Finally gave a like 😘,0,0
UgyWj_wXLvq__t5AsXF4AaABAg,@RyLuckyOfficial,2021-05-02T01:16:47Z,This song and “Clover Cage - One More Try” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you..💙💙,3,1
UgyIJP9F4GuJn4JP5Jh4AaABAg,@RyLuckyOfficial,2021-05-01T00:42:46Z,This song and “Clover Cage - One More Try” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you..❤️ 🤍,4,1
Ugyh1xAy-4acByF7fDB4AaABAg,@saylorjade6195,2021-04-24T03:19:36Z,I love you so much happy birthday if it is say something you are the best singer ever in the whole entire world you are the best you have a lot of comments from Campbell yenser and saylor denning  we have are going to send you a lot of comments even tomorrow on April 24 thank you so much for giving us all that we need and everyone else is going to love you when they see everybody else&#39;s comment thank you everybody for and freedom plus  you Taylor Swift high now we have to go by we are so sorry that we have to leave now we will text you in the morning bye,0,0
UgycPcNN_3w2mRgVCpZ4AaABAg,@musiclova2112,2021-04-21T01:04:17Z,This song and “Clover Cage - Thorn In The Side Of The King” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...❤️,1,1
Ugwd8efCsSubeibNQJ54AaABAg,@nanamisayashi1590,2021-04-19T20:24:50Z,"Who clicked because of this part <a href=""https://www.youtube.com/watch?v=nfWlot6h_JM&amp;t=129"">2:09</a>",1,0
UgzKUNUuS1IIS_IfbLJ4AaABAg,@Blueravn,2021-04-05T22:27:14Z,Just how beautiful this MV in the meaning it send 😍,1,0
Ugzoz2BfaeMOVrHBHCB4AaABAg,@solar4432,2021-04-05T14:14:00Z,Me: 100% LOVE!<br>This bring back memories..,2,0
Ugx2nupYrajTCP8sluZ4AaABAg,@issangwoogay13,2021-04-01T05:36:13Z,i can&#39;t believe 1 million people accidentally clicked dislike while twerking. be careful people,17,0
UgxjuqpAOmSs1gHAoxZ4AaABAg,@johanazaldivar474,2021-03-28T21:38:51Z,<b>10 Million likes</b> and <b>3 Billion clicks</b> vs <b>1 Million dislikes</b><br>Likes win..:))<br>How many 2021 march are whatching this ✨♥️,1,0
UgyYUxrhQUQw8hMx15V4AaABAg,@noahidecomics,2021-03-28T13:46:30Z,Predating (Before) Batman  Adventures Number 12 is the comic magazine &#39;Comics Scene&#39; number 31.  This magazine is the first &#39;In Print&#39; appearance of Harley Quinn.  Copies can be found for sale on eBay. In the mid to long term it is potentially an investment which will increase in value and probably extremely.  Harley Quinn says so fellas.,3,1
UgxXgbhEBVyQBTu8DAR4AaABAg,@haydenwood1628,2021-03-24T20:07:14Z,the people who dislike this are toddlers who don&#39;t know what they did after they clicked on this,5,0
UgwyJRoVh4G4i4DuSf14AaABAg,@ivy9670,2021-03-19T11:59:52Z,Yayyyy !! Three time aoty winner  ( ˘ ³˘)♥︎,0,0
Ugw_DjIcjqiddoj7pTp4AaABAg,@CookandtravelwithDenisa,2021-03-17T14:56:25Z,OMG!!! How many recipes should I post to get so many clicks?? 🤔🙋🏻‍♀️,0,1
UgwxwfXYLQq1rOGh6lF4AaABAg,@balqes2249,2021-03-12T12:31:33Z,تجنننننننننننننننننننننننننننننننننننننننننننننننننننننننن يوم اطفش يوم اسوي كل شي اشغلها 100% تحمسس الاغنيه 🗣️,1,1
Ugw_fbKqA4rkc6aT91d4AaABAg,@Lena-ry1nh,2021-03-11T19:07:31Z,I think the half of the world knows this song 100%,0,0
UgzPM-Ktki6NhuBIusZ4AaABAg,@musiclova2112,2021-03-02T00:17:35Z,"During these tough times, this song and “Clover Cage - Lost Then Found” are the only two things keeping me sane. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you.💕",4,1
UgyRdRocMvHeLiSv6aV4AaABAg,@amberlls3515,2021-02-17T20:33:18Z,Only this song and “Lukaz - Love Me” are some of the only things keeping me sane through these rough times. I want to send love to everybody and let everyone know everything will get better soon... we are all going through this together... i love you &lt;3,5,1
Ugzyv-yeOk6NWZrmGDR4AaABAg,@NeptunusRex1971,2021-02-15T16:36:28Z,Fun Fact 3mrd clicks and 500tsd Commands,1,0
UgwnUoolTn_xsJCNNgR4AaABAg,@amberlls3515,2021-02-13T22:06:08Z,Only this song and “Lukaz - Love Me” are some of the only things keeping me sane through these rough times. I want to send love to everybody and let everyone know everything will get better soon... we are all going through this together... i love you,9,1
Ugz4Kf_fcm6SCT-WMM14AaABAg,@musiclova2112,2021-02-13T13:55:57Z,This song and “Clover Cage - Nostalgia” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...❤️,3,1
Ugwz2Loi5ZroLjpufER4AaABAg,@musiclova2112,2021-02-10T21:54:13Z,This song and “Clover Cage - Nostalgia” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...❤️,3,1
UgynNccduZAKsPhBVcN4AaABAg,@luizgustavodesouza3816,2021-02-10T04:31:20Z,Muito legal que a Taylor Swift fez um cover da icônica Shake it Bololo. Brasil sendo reconhecido lá fora,0,0
UgyxmYTtVulIul0jfrB4AaABAg,@amberlls3515,2021-02-08T21:30:21Z,Only this song and “Lukaz - Love Me” are some of the only things keeping me sane through these rough times. I want to send love to everybody and let everyone know everything will get better soon... we are all going through this together... i love you  💕,5,1
Ugy3EXsQxVIqHf1C1gN4AaABAg,@caist_,2021-02-08T07:20:21Z,"The fact that this mv has 1m dislikes? Like, y&#39;all must have just missed clicked it HAHAHAH",2,0
UgzixlXGIxq9A3X1YJJ4AaABAg,@amberlls3515,2021-02-07T20:34:19Z,Only this song and “Lukaz - Love Me” are some of the only things keeping me sane through these rough times. I want to send love to everybody and let everyone know everything will get better soon... we are all going through this together... i love you,21,1
Ugyi8JUBXGiryARWx814AaABAg,@musiclova2112,2021-01-29T00:45:21Z,This song and “Clover Cage - Better in Time” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...❤️..,3,1
Ugx0YAav7r2e1kL62P54AaABAg,@Hollagrl0999,2021-01-26T01:57:48Z,This song and “Clover Cage - Better in Time” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you......,1,1
Ugy17na8zmbe8_MJFb54AaABAg,@blossom7518,2021-01-25T07:33:33Z,I still remember when this song came out I was one of those who clicked first and there were only 10 views 😍<br>Yes im proud,1,0
UgzLMR2aEo2bXChOtT94AaABAg,@randomware7616,2021-01-19T11:42:49Z,nitip sendal brobro,0,0
UgxE-d0_gNCRcsAykrV4AaABAg,@musiclova2112,2021-01-14T23:57:05Z,This song and “Clover Cage - Lost Then Found” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you,8,1
Ugxd_K_ihkfHp7nzDu54AaABAg,@lydiadraws227,2021-01-13T17:10:26Z,i send my haters this song,0,0
Ugz4SHsnEPR7F8FT1M94AaABAg,@raulragsreyna2894,2021-01-03T05:14:41Z,The creep that click that doesn&#39;t like this video is Justin creeper,0,0
UgwVyHIhqiQUkr4M6oV4AaABAg,@papayace,2021-01-02T00:03:53Z,This song and “Luka - Feelings” are some of the only things keeping me sane through these tough times. I just want to send love to everybody and let everyone know everything will get better... i love you. &lt;3,291,1
UgxnNTTFz-YNRUiUEgl4AaABAg,@vaishnavipandey1485,2021-01-01T16:26:59Z,Randomly clicked..❤️,1,0
UgyFiuJRE0zJ976bcXF4AaABAg,@vaishnavipandey1485,2021-01-01T16:26:31Z,Randomly clicked..❤️,1,0
UgzvyIWdZwtHsOjMbF54AaABAg,@nurultea2243,2020-12-28T07:08:30Z,Siapan yang ngerasa jadi pelupa setelah melahirkan jangan lupa dengan musik yang pernah kalian dengar di masa muda jangan sampai merasa jadi orang yang pikun dan merasa gak berguna. Jaga makanan juga. Diet &amp; olah raga. Lebih baik makanan yg berlimpah di berikan anak&quot; sendiri atau yg belum punya anak kasih keponakan or tetangga. Makanan bisa bikin penyakit alzimer. Hati&quot;.,0,0
Ugxgef0TDkTS8FuECNd4AaABAg,@jordanew9926,2020-12-26T05:39:07Z,This song is kinda cringe not going to lie click 👇🏻 there if you agree,1,0
UgyuyyWlGA1AU94sDn94AaABAg,@Gamechange-kz7lr,2020-12-26T02:35:37Z,This song and “Clover Cage - Lost Then Found” (acoustic) are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you,1,1
UgyByPoaxL1ruQ06Llx4AaABAg,@lerianetorres7435,2020-12-18T20:29:25Z,People that click 👎 are 🤮,1,0
UgzFUG4hOv80PxtQqSN4AaABAg,@jmlomocso306,2020-12-13T10:56:17Z,December 2020 updating before 3Million in 2021 we love you Taylor 💗♥,0,0
Ugy9u3AcsV2ThyY7A554AaABAg,@yukkiriko,2020-12-11T05:54:24Z,1M disilike ? <br>they must be dancin while vibin w this song and accidentally click that 😩,1,0
UgwPSTfiNdctc5fpWEp4AaABAg,@justaghost._.1666,2020-12-07T15:13:21Z,Who whatch it in 2020 click like,0,0
UgwC7dJgWmg4CobrvHx4AaABAg,@Hollagrl0999,2020-12-05T04:06:16Z,This song and “Clover Cage - Lost Then Found” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you..,3,1
UgyivKsMu_yilOexhSN4AaABAg,@marymonsour5044,2020-12-04T00:59:22Z,"If you’re looking at this,don’t let someone bother you! Send them this song.",5,0
UgxTFYR_yprUXSCRC214AaABAg,@aleksandrokedroff3569,2020-12-01T00:12:52Z,"Senda cancion, oyo¡?",0,0
UgzPqv7iKf4ik6bnhrd4AaABAg,@ryaunacampbell8012,2020-11-26T14:41:36Z,Who else clicked on this video on accident but kept listening 💕,4,0
Ugy9C9LJv_l54WzNpcN4AaABAg,@Gamechange-kz7lr,2020-11-13T22:58:33Z,This song and “Clover Cage - Lost Then Found”  are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you,5,1
Ugxsvj5ofUBEPhWwItl4AaABAg,@musiclova2112,2020-11-08T22:51:31Z,This song and “Clover Cage - Poison Ivy” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together. I love you,3,1
UgyqayXgTbctNK4_7CN4AaABAg,@WorshipMasterDartz,2020-11-06T13:11:21Z,Love  it100%💜🤣,0,0
UgxzwyXt3J3AARlRJ9N4AaABAg,@aestheticfreak892,2020-11-05T11:33:38Z,oh look everyone when i click dislike it will turn to 1m but i just want to shake my problems so i choose like,4,0
UgylYBmYm3cWP8KnGeR4AaABAg,@jamesaddo9666,2020-11-02T16:52:32Z,100%,0,0
UgymqYqD4VmUeiSvwGB4AaABAg,@bmalone111111,2020-10-30T02:02:26Z,I refuse to click on your link to give you more views 6 years later to increase your Youtube revenue...(Ok maybe one more time).,2,0
UgwpI8XsnLPwjyz2Dlp4AaABAg,@ritacox7783,2020-10-29T22:50:42Z,Who is watching it:<br>on bed<br>not in full screen<br>for reading comments<br><br><br><br>I salute those people who clicked on read<br>more!,0,0
UgwM28SFG07b-G0qWW54AaABAg,@KSubscribersChallengewithConte,2020-10-28T18:56:30Z,Who is watching it:<br>on bed<br>not in full screen<br>for reading comments<br><br><br><br>I salute those people who clicked on read<br>more!,351,0
UgyPDo4WUo49tYUnKGh4AaABAg,@reacttoyn..4950,2020-10-27T20:37:47Z,<b>0% nudity</b><br><b>0% drugs</b><br><b>0%coronavirus</b><br><b>100% talent emotions!</b>,271,0
UgzUzMXUKySfZ6e97qd4AaABAg,@bardo677,2020-10-15T07:33:11Z,"Tips for dating an adult rescue, check they dont belong to someone else including pre nuptal agreement on open relationships unless you want a real ballache of a training program",0,0
UgwXiiofbj99L73HK9d4AaABAg,@aadyaagnihotri,2020-10-09T11:58:25Z,"My friends: You okay? Me: Yeah, I’m fine. My headphones: Taylor Swift - All Too Well <a href=""https://www.youtube.com/watch?v=nfWlot6h_JM&amp;t=35"">0:35</a> ━❍──────── -<a href=""https://www.youtube.com/watch?v=nfWlot6h_JM&amp;t=332"">5:32</a> ↻ ⊲ Ⅱ ⊳ ↺ VOLUME: ▁▂▃▄▅▆▇ 100%",0,0
UgwjwyQ_5a4v-U4M_OV4AaABAg,@RyLuckyOfficial,2020-10-05T14:06:10Z,This song and “Clover Cage - Still Hanging On” are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...,4,1
Ugxo7iFzDbD1qh78Y2N4AaABAg,@virenmaran8591,2020-09-30T18:02:27Z,I 100% relate to this video,1,0
UgwTShIelh4gf6YdoQ54AaABAg,@user-ez7mc5hs1f,2020-09-27T04:01:43Z,Click the liked,0,0
UgzrkEc0QCcVPS9eL4F4AaABAg,@wenotmemusic1357,2020-09-23T20:02:26Z,This song and “Clover Cage - On My Mind” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together,1,1
UgxEKHoZooiUuizswMd4AaABAg,@anagabrielasallessegantine8377,2020-09-22T20:55:23Z,mesmo depois de 6 anos continua sendo um hino né galera?,0,0
Ugx5vqvim0duAYqHTd54AaABAg,@muditjain2716,2020-09-22T18:38:27Z,Understanding 0 %<br>Tune mind-blowing 100%<br>Enjoyment 200%<br>(Love from India 🇮🇳🇮🇳🇮🇳),1,0
UgyufwN9JUcE1dnb2KZ4AaABAg,@sadienegro229,2020-09-18T02:17:35Z,click the thumbs up button as a before 3 billion views button,2,0
Ugz_KMGLYeiBQrl9FBp4AaABAg,@n0tact1ve41,2020-09-16T15:37:14Z,6 yr old me: Woah what&#39;s dis <br><b>Clicks Shake it off</b> <br><b>Me loving the song</b><br><br><br><br><del>2020 Comes along</del><br><b>Havent heard the song in 6 years</b><br>Me: <b>looking back on this now</b><br>-What is this,1,0
Ugyg5jHPsamgWNQKVpt4AaABAg,@shellyannmodeste4394,2020-09-16T14:04:19Z,"Editted Go over to aaliyah dana haughton page youll see like this in parenthesis facebook ( jan 16 1979. to aug 25 2001 ) and 100 ,000 likes on her page click on comments i made underneath her pictures click at the top of comments next most relevant the arrow click all comments read if u want i post pics she dont have much photos",0,1
UgzZsKAls6oYctG4KDZ4AaABAg,@justsomepersononyoutube9271,2020-09-13T09:43:48Z,Random poeple who like this will have luck for 15 years and that&#39;s guaranteed,6,0
UgxVVsvfyOjoiMLyjdl4AaABAg,@darrellparks6587,2020-09-10T15:05:08Z,? Bria you should shake whatever has you down off! Send,0,0
UgwA0Gc8w3j64Je9cCZ4AaABAg,@frogeater7395,2020-09-02T00:13:47Z,<b>I bet 30% of 2 billion people clicked of this video cuz they saw butts on the thumbnail..</b>,9,0
UgzOlhA3BCFJFXbxdgB4AaABAg,@firasa3,2020-08-30T17:16:59Z,I&#39;m proud of the people who tried to click the like button upside down :),2,0
Ugx2qR2uzQWUOjZngMJ4AaABAg,@beckymsp2920,2020-08-28T09:42:09Z,100% Talent,1,0
UgwLujfwhKBbjPxhlvB4AaABAg,@Sia-xl9qm,2020-08-21T15:20:06Z,i think you should have put “clickbaiters gonna bait bait bait bait” too!<br><br>ps: no hate and this is my fave song,2,0
Ugx_2yZ5FPCJzoLBr0p4AaABAg,@clarisse_3917,2020-08-12T06:17:47Z,Looking at Taylor&#39;s Dating History she has never actually dated a Guy for a year! Glad she&#39;s taking a Break of Dating and Focusing on Her Music more!,13,0
UgzWO7Hv03f66G2wEbV4AaABAg,@therafi3918,2020-08-04T10:37:39Z,100% clean lyrics<br>100% amazing song<br>100% relatable<br>100% Legend,6,0
Ugw16FaMw6ESbCzCl5J4AaABAg,@famellies--313-Beatmaker,2020-07-31T18:45:58Z,RODDY RICH X LIL KEED X GUNNA PLUS MORE ..I JUST WANNA HAVE MY BEATS SUPPORTED AND LISTENED TO AND THANKS TO YOUTUBE AND YOU &lt;LOVELEY PEOPLE MY DREAM IS &lt;COMING TRUE.THANKS SO &lt;MUCH ...ANYONE WANNA SEE WHAT &lt;MY BEATS ARE LIKE .CLICK MY ICON.,0,1
UgzUy5Yw5kKvlGHeptl4AaABAg,@ivantirado8976,2020-07-27T09:19:30Z,Accidentally clicked 👁👄👁,3,0
Ugy0W2y1fGR2EBKfZBp4AaABAg,@Keiralovescatss,2020-07-14T19:58:25Z,Idk why i clicked this when its 6 years late lmao,3,0
Ugw2RDtbNs7glxO48eh4AaABAg,@ewrgergedrgerg3174,2020-06-30T13:05:08Z,The Clicks..... This video gets 1million $ because 3Billion clicks...,1,0
UgyoT-hFymT32luNgIR4AaABAg,@tomhaines6501,2020-06-16T12:40:53Z,Lets be honest we all clicked on this because its the most veiwed video,1,0
UgzGnAt7lBvKtoWCPYV4AaABAg,@dxamanani4414,2020-06-11T14:05:44Z,Is anyone gonna talk about how about three sevenths of the human population clicked on this video?,1,0
UgwhKcMg5Q3RAUxT9Yp4AaABAg,@sajidali-oo7,2020-06-05T03:31:43Z,Beautiful 100%<br>Great 100%<br>Smart 100%,1,0
Ugx5xA5SB0E1wL_84Hh4AaABAg,@BernoNOAJuchniewiczakaDJCutsfa,2020-05-23T10:29:49Z,I AM <br>1+2+3+5+6+7+8+9<br>+12+13+22+24+32<br>+333+369+963+999 !!! <br><br>&quot;LOVE &amp; LIGHT&quot; for YOU &quot;MY DARLING&quot; !!! <br>100% REAL LOVE !!! <br>AMEN !!!,0,0
Ugz8Zk2xfu3OJc_v6dN4AaABAg,@BernoNOAJuchniewiczakaDJCutsfa,2020-05-23T10:25:18Z,I LOVE YOU SOOO MUCH !!! <br>100% REAL LOVE !!! <br><br>LOVE &amp; LIGHT for YOU !!! <br><br>AMEN !!!,0,0
UgzdW-ttsbrVkKPWY2x4AaABAg,@billmonson9986,2020-05-22T03:20:01Z,"ELIMINATE  YOUTUBE&#39;S ANNOYING PAUSE BUTTON - Go to Google App and type in &quot;YouTube Nonstop&quot; Add the Extension, It will show up in Upper-Right Corner of your screen. Reload youtube and now listen to your favorite songs on YouTube Nonstop. Its 100% FREE.",0,0
UgzhwtmBjZDAZaTLGB94AaABAg,@oberbrunnerwgbfrancieobp8472,2020-04-26T10:43:09Z,who clicked because of the thumbnail only? hot woman!!!!,1,0
UgxBD-TQKIgYgO2pDBt4AaABAg,@ciucciatorediciole,2020-04-22T08:12:49Z,100% talent<br><br><br><br>Let&#39;s like the video to move this to 3 billion guys!,13,0
Ugy6ZgIFADXcq01oNYp4AaABAg,@ruthanna8478,2020-04-06T06:05:14Z,OMG....2.8 Billion Clicks......it&#39;s crazy,1,0
UgxsMCJxH4IY7ANhscZ4AaABAg,@Rafael_7214,2020-03-29T16:02:20Z,Quarentena no Brasil está sendo assim 🇧🇷 2020 😁👏🏾,0,0
Ugxnq6ZTB--OtPv9xsx4AaABAg,@chegejp,2020-03-27T04:29:01Z,the thumbnail ws clearly clickbait but the song is catchy.,1,0
Ugz9zJ2FkytWcB2c8Oh4AaABAg,@danlacey9459,2020-03-24T03:08:00Z,"Repeat none months later, brake the date, return the favor. Spin a fable. Loving him is like Driving my new lamborghini down a two lane dirt road, new to some, always coming to love that rush 2 start, forever breaking hearts sometimes a few parts remain on the driveway. Oh. Losing him comes to bed with we&#39;ll never said, misspoke because I&#39;m so caught up in you, loving you red, he says,<br><br>This feels so out of time on a dime. Sends me once perfect night spinning into stormy gray. Some things over my head. Can you ever guess what&#39;s my mind going through these days.<br><br>What&#39;s your name,.. All I say<br>All I say<br>All I say<br><br>.so I leave it here. Disappear and fade away... All you really ever wanted anyway.... Oh.",0,0
UgzitjWFOwaT5aOPKo94AaABAg,@user-os2fk3pu4f,2020-03-18T00:25:09Z,"Speaker equilizing.. 4step..<br>0-0860056765, 30% vol. 6month..<br>0-0860056765, 100% vol. 6month..<br>0-0/10/8/0057975, 100% vol. 3month..",1,0
Ugxo-uNqpWnp2zA5MbR4AaABAg,@SwittyKiwi,2020-03-13T15:39:28Z,"I love this song so much, I&#39;m speechlessly thrilled whenever I hear it🤐. It&#39;s a true jewel! ❤️ But I also heard that THANOS is on vacation, so I’m burying this comment deep inside his vault in TITAN🏰 – and I dare you to find it☝️. I’m definitely sure you won’t, but if you somehow manage to find it, you’re indeed a  <b>LEGEND</b> … just like  <b>CAPTAIN AMERICA</b>  or  <b>BLACK WIDOW</b>  🦸‍♂️🦸‍♀️! May your life be abundantly blessed!!!👌👏🙏 Ok, now that you’re officially an AVENGER, be nice and send me some love &amp; blessing back – or I swear, I’ll steal ALL your cookies and give them to LOKI and KREE! 😊",7,0
UgwkkZeWFXiLJfw_Zf94AaABAg,@user-os2fk3pu4f,2020-03-10T16:20:14Z,But i think why?? They are call ke here??? Send signal and i write here (or there) and make issue and use communication..,0,0
UgxNRV-q45hoWbzlFdl4AaABAg,@user-os2fk3pu4f,2020-03-09T03:39:17Z,"Twice - momo, chaeyoung..<br>Lizzy project.. may-trix.. nizi project..<br>Sony send massage, acting use twice..<br>((Xi jinping, Abe shinzo, sony, yamaha, samsung, cj, sk, jyp, sm..))",0,1
UgwIdN9nhw6I2E8_6qd4AaABAg,@user-os2fk3pu4f,2020-03-09T02:24:24Z,"Xi Jinping, Abe Shinzo, both union.. Nizi project..<br>Twice - Twice Tv <a href=""https://www.youtube.com/watch?v=nfWlot6h_JM&amp;t=205"">03:25</a>, 2020/03/06.. <br>watching momo and chaeyoung..<br>Both send signal.. bye~~",0,1
